customer_id,age,gender,city,employment_type,annual_income,account_balance,credit_score,txn_date,txn_type,txn_channel,merchant_category,txn_amount,is_weekend,account_active
1207,48,Female,Bangalore,Student,440236,103570,725,2024-02-21,Debit,ATM,Entertainment,9139,0,1
1277,38,Female,Mumbai,Self-employed,959067,138916,756,2024-01-28,Debit,NEFT,Bills,13059,1,1
1126,38,Male,Delhi,Self-employed,1322824,77205,657,2024-01-09,Debit,UPI,Entertainment,11842,0,1
1290,35,Female,Mumbai,Self-employed,900927,199496,712,2024-03-30,Credit,Card,Bills,13986,1,1
1005,53,Female,Delhi,Salaried,1315126,38065,612,2024-03-28,Credit,ATM,EMI,18951,0,1
1241,39,Female,Mumbai,Salaried,894177,147718,573,2024-04-30,Credit,ATM,Shopping,1524,0,1
1216,48,Female,Bangalore,Self-employed,899747,82381,731,2024-03-03,Credit,ATM,Shopping,2265,1,1
1217,32,Female,Delhi,Self-employed,665663,173437,588,2024-03-30,Debit,UPI,Shopping,15642,1,1
1221,36,Female,Pune,Student,786236,188573,630,2024-05-12,Credit,NEFT,Bills,10924,1,1
1147,43,Male,Mumbai,Self-employed,951791,112910,770,2024-06-29,Debit,NEFT,Shopping,4379,1,0
1280,21,Female,Chennai,Salaried,569112,143114,723,2024-04-02,Credit,Card,EMI,14595,0,1
1004,40,Female,Chennai,Self-employed,1417327,202377,772,2024-05-02,Credit,ATM,Travel,6507,0,1
1115,38,Female,Mumbai,Self-employed,455571,12989,574,2024-02-25,Credit,UPI,Bills,10731,1,1
1105,45,Male,Bangalore,Salaried,1273994,60740,619,2024-02-02,Credit,ATM,Shopping,620,0,1
1173,41,Female,Mumbai,Student,1077638,131144,578,2024-05-26,Credit,NEFT,Shopping,263,1,1
1154,27,Female,Hyderabad,Student,1254397,141780,653,2024-02-19,Debit,ATM,Bills,8292,0,0
1183,26,Male,Hyderabad,Self-employed,1317911,17516,717,2024-02-24,Credit,NEFT,Entertainment,19838,1,1
1110,36,Male,Chennai,Self-employed,582741,241274,574,2024-01-03,Credit,NEFT,Food,13022,0,1
1227,36,Female,Delhi,Student,395069,91723,761,2024-01-12,Credit,NEFT,Bills,8632,0,0
1248,46,Male,Hyderabad,Self-employed,1237831,122802,751,2024-01-13,Debit,NEFT,EMI,15488,1,0
1253,22,Male,Pune,Self-employed,351176,239737,713,2024-04-13,Debit,NEFT,Bills,16031,1,1
1027,53,Male,Mumbai,Student,313888,51339,790,2024-06-07,Debit,ATM,Entertainment,12195,0,1
1173,22,Female,Chennai,Student,342513,71620,669,2024-01-24,Debit,UPI,Travel,19789,0,1
1245,34,Female,Delhi,Salaried,717776,236065,623,2024-06-11,Credit,ATM,EMI,1910,0,1
1135,42,Female,Hyderabad,Salaried,1213245,223705,800,2024-04-02,Credit,UPI,Entertainment,19617,0,1
1246,27,Female,Mumbai,Student,981989,146748,716,2024-05-31,Debit,Card,EMI,541,0,1
1034,23,Male,Mumbai,Salaried,478661,177733,587,2024-03-19,Debit,ATM,Entertainment,9005,0,1
1158,36,Male,Chennai,Salaried,1459114,17794,615,2024-03-08,Credit,Card,Food,6236,0,1
1281,51,Female,Chennai,Salaried,700569,6654,595,2024-04-02,Debit,UPI,Travel,11556,0,0
1008,36,Male,Bangalore,Salaried,832356,230163,670,2024-06-14,Credit,ATM,Entertainment,18517,0,0
1211,37,Female,Bangalore,Self-employed,432559,108407,787,2024-05-05,Debit,UPI,Food,6985,1,1
1227,32,Male,Pune,Salaried,383693,142642,638,2024-01-16,Debit,UPI,Food,4235,0,1
1253,25,Male,Pune,Student,560648,204222,590,2024-06-12,Credit,Card,Travel,11113,0,1
1179,29,Female,Mumbai,Salaried,1095135,58784,712,2024-02-17,Credit,UPI,Shopping,702,1,1
1290,32,Male,Hyderabad,Salaried,336016,53243,714,2024-05-29,Debit,Card,Travel,16078,0,1
1248,31,Male,Mumbai,Self-employed,479414,291643,660,2024-01-12,Debit,UPI,Bills,15053,0,1
1278,32,Male,Bangalore,Salaried,728860,259904,746,2024-04-23,Credit,ATM,Shopping,574,0,1
1094,50,Male,Pune,Student,901796,166029,729,2024-05-11,Credit,UPI,EMI,10964,1,1
1085,54,Male,Pune,Self-employed,712436,154093,637,2024-02-12,Debit,NEFT,Entertainment,7784,0,0
1175,32,Female,Bangalore,Self-employed,1440889,127122,581,2024-02-13,Credit,ATM,Food,13095,0,1
1215,32,Male,Pune,Student,564899,85430,725,2024-05-30,Debit,UPI,Entertainment,16480,0,0
1156,31,Female,Mumbai,Salaried,1400566,163727,569,2024-02-09,Debit,NEFT,Entertainment,13386,0,1
1250,32,Female,Pune,Student,421384,24732,699,2024-03-01,Debit,NEFT,Travel,2939,0,1
1196,43,Male,Bangalore,Salaried,1282826,248522,565,2024-02-05,Debit,ATM,Bills,13831,0,0
1239,54,Male,Hyderabad,Student,1157970,265226,752,2024-06-24,Credit,ATM,EMI,4907,0,1
1065,48,Female,Chennai,Salaried,801696,258682,740,2024-03-22,Credit,NEFT,Food,2465,0,1
1137,40,Female,Chennai,Self-employed,1002760,10043,762,2024-06-11,Credit,NEFT,Shopping,10894,0,1
1083,40,Male,Mumbai,Self-employed,1441950,71057,774,2024-03-17,Debit,Card,Entertainment,5080,1,1
1173,23,Female,Delhi,Salaried,540347,280864,584,2024-05-23,Debit,Card,Entertainment,13974,0,1
1038,28,Male,Hyderabad,Self-employed,641471,213329,742,2024-05-30,Debit,NEFT,Shopping,9450,0,1
1042,49,Male,Hyderabad,Salaried,632341,277709,596,2024-02-23,Debit,UPI,Travel,12464,0,0
1201,42,Female,Bangalore,Student,1092337,121482,665,2024-01-05,Debit,Card,Entertainment,7649,0,0
1217,37,Female,Mumbai,Self-employed,658058,76273,647,2024-04-21,Credit,UPI,Entertainment,996,1,0
1200,31,Female,Pune,Salaried,1039154,294158,739,2024-03-18,Debit,NEFT,EMI,1182,0,1
1161,46,Male,Delhi,Student,1128839,166013,673,2024-04-20,Debit,NEFT,Travel,18987,1,1
1020,21,Female,Delhi,Salaried,953990,29104,584,2024-01-08,Debit,ATM,Travel,7771,0,1
1150,41,Female,Chennai,Salaried,368582,149507,764,2024-06-08,Credit,Card,Travel,17352,1,1
1275,35,Male,Chennai,Student,1125688,26200,722,2024-04-18,Credit,Card,Shopping,12521,0,1
1146,36,Female,Chennai,Student,1439646,33544,659,2024-04-15,Credit,ATM,EMI,12820,0,0
1051,38,Female,Chennai,Salaried,418989,272856,738,2024-05-21,Debit,ATM,EMI,964,0,1
1228,44,Male,Pune,Student,448300,145268,710,2024-01-29,Debit,UPI,Travel,19580,0,1
1207,21,Male,Delhi,Salaried,1016002,106202,686,2024-05-05,Credit,UPI,Shopping,3836,1,1
1087,26,Male,Hyderabad,Self-employed,1279134,296619,738,2024-06-24,Debit,NEFT,Food,7772,0,1
1207,50,Male,Mumbai,Student,1260787,251533,753,2024-03-15,Debit,UPI,EMI,14365,0,1
1044,25,Male,Hyderabad,Salaried,1308641,97576,658,2024-01-13,Credit,NEFT,Bills,3508,1,1
1064,37,Male,Pune,Salaried,799591,259805,739,2024-03-19,Credit,NEFT,Food,1601,0,1
1245,45,Female,Bangalore,Salaried,476456,62420,724,2024-05-19,Debit,ATM,Entertainment,14547,1,0
1196,45,Female,Hyderabad,Salaried,1086506,75514,593,2024-03-19,Credit,Card,Entertainment,6935,0,1
1206,50,Male,Hyderabad,Salaried,1182840,206395,568,2024-01-22,Credit,ATM,Shopping,12395,0,1
1293,31,Male,Chennai,Student,1226857,71633,679,2024-01-25,Debit,NEFT,EMI,682,0,1
1059,21,Male,Pune,Salaried,1003956,142166,673,2024-01-29,Debit,NEFT,Travel,13531,0,1
1075,41,Male,Mumbai,Student,1246304,282215,749,2024-02-22,Credit,NEFT,Food,12568,0,1
1234,43,Female,Chennai,Student,831745,269768,686,2024-02-07,Debit,ATM,Entertainment,14499,0,1
1130,26,Female,Pune,Student,1386407,34798,766,2024-02-13,Debit,UPI,EMI,6393,0,1
1154,35,Female,Hyderabad,Self-employed,411981,266239,732,2024-06-18,Debit,NEFT,Food,576,0,1
1126,27,Female,Bangalore,Salaried,1472466,25227,743,2024-04-26,Debit,Card,Entertainment,14331,0,1
1174,44,Male,Delhi,Salaried,914151,174966,590,2024-05-09,Credit,ATM,Shopping,13353,0,1
1116,43,Male,Delhi,Student,1159263,88798,626,2024-06-11,Debit,UPI,Bills,17277,0,0
1005,33,Male,Chennai,Student,399233,285267,685,2024-04-10,Debit,ATM,Entertainment,18055,0,1
1067,37,Male,Chennai,Student,1435252,120331,764,2024-02-29,Debit,NEFT,EMI,6427,0,1
1131,21,Female,Pune,Student,547221,73657,567,2024-04-19,Credit,NEFT,Bills,11742,0,0
1010,26,Female,Chennai,Self-employed,1106290,247159,781,2024-06-26,Credit,UPI,EMI,12815,0,0
1148,38,Male,Pune,Student,627517,202529,589,2024-02-12,Debit,ATM,EMI,4160,0,1
1011,33,Female,Delhi,Student,1448573,189852,644,2024-04-26,Debit,UPI,Entertainment,6408,0,1
1175,55,Male,Mumbai,Student,904884,231034,697,2024-03-04,Debit,ATM,Food,15969,0,1
1015,36,Female,Delhi,Salaried,1076251,266731,657,2024-02-29,Debit,ATM,Shopping,475,0,1
1037,29,Male,Bangalore,Self-employed,1020278,103838,567,2024-03-24,Debit,UPI,Food,4982,1,1
1185,34,Female,Mumbai,Salaried,1046719,292974,610,2024-03-13,Credit,UPI,Shopping,4004,0,1
1079,47,Male,Chennai,Student,1350450,130956,745,2024-05-28,Debit,NEFT,Travel,391,0,0
1037,38,Female,Hyderabad,Student,1492724,289486,670,2024-02-11,Debit,NEFT,Bills,8197,1,1
1021,39,Female,Delhi,Salaried,775720,24512,604,2024-06-28,Credit,ATM,Food,5122,0,0
1094,43,Male,Pune,Salaried,355647,101589,607,2024-03-13,Credit,Card,EMI,10351,0,1
1034,23,Female,Bangalore,Student,744473,253061,761,2024-01-05,Debit,Card,Entertainment,7755,0,0
1100,26,Female,Delhi,Salaried,967098,191381,756,2024-06-16,Credit,NEFT,Bills,2306,1,1
1184,22,Male,Delhi,Self-employed,958779,292146,575,2024-06-10,Credit,NEFT,Shopping,5444,0,1
1023,46,Female,Delhi,Self-employed,374967,174463,556,2024-06-09,Credit,UPI,Travel,15786,1,1
1015,26,Female,Hyderabad,Student,544991,151504,621,2024-05-27,Credit,UPI,Travel,16520,0,0
1033,40,Male,Delhi,Self-employed,1455422,229029,587,2024-03-27,Credit,ATM,Food,16251,0,1
1258,40,Male,Hyderabad,Salaried,1329122,39570,630,2024-06-04,Credit,UPI,EMI,8295,0,1
1032,41,Female,Chennai,Salaried,1220711,236009,625,2024-04-24,Debit,UPI,Shopping,215,0,0
1082,38,Female,Pune,Salaried,1157589,71535,688,2024-06-19,Credit,ATM,Entertainment,6432,0,0
1144,25,Male,Pune,Salaried,976748,209616,730,2024-06-03,Credit,ATM,Food,13786,0,0
1024,29,Male,Bangalore,Salaried,984075,281444,596,2024-04-01,Debit,Card,Entertainment,16952,0,0
1080,38,Male,Hyderabad,Salaried,1128431,137239,716,2024-05-18,Debit,NEFT,Shopping,7369,1,1
1097,37,Male,Pune,Salaried,1133221,230542,611,2024-04-23,Debit,NEFT,Shopping,11572,0,1
1033,31,Female,Hyderabad,Self-employed,583688,212310,744,2024-03-05,Debit,Card,Travel,19794,0,1
1129,41,Female,Pune,Student,857982,153672,704,2024-04-06,Debit,UPI,Bills,7089,1,1
1295,49,Male,Hyderabad,Salaried,310877,117953,643,2024-03-28,Debit,Card,Shopping,8772,0,1
1220,47,Female,Bangalore,Self-employed,609004,261324,769,2024-02-11,Debit,UPI,Bills,13829,1,1
1250,27,Female,Chennai,Salaried,983481,17217,782,2024-04-24,Debit,UPI,Shopping,4777,0,1
1003,41,Female,Delhi,Salaried,567581,221870,760,2024-06-03,Debit,NEFT,EMI,14698,0,1
1289,23,Female,Delhi,Student,487050,57412,740,2024-02-19,Debit,NEFT,Entertainment,16586,0,1
1284,42,Female,Bangalore,Salaried,1082211,259191,639,2024-02-23,Credit,ATM,Entertainment,3375,0,0
1009,40,Female,Chennai,Self-employed,465904,279517,551,2024-06-06,Credit,Card,EMI,5168,0,1
1072,49,Female,Hyderabad,Student,952447,174367,592,2024-06-05,Credit,UPI,Travel,13803,0,1
1248,22,Male,Chennai,Salaried,1401161,32436,717,2024-06-08,Credit,UPI,Entertainment,17209,1,1
1290,51,Female,Chennai,Self-employed,429054,214485,713,2024-01-06,Debit,ATM,EMI,7239,1,1
1046,26,Female,Chennai,Salaried,608914,154477,689,2024-02-23,Credit,ATM,Bills,19754,0,1
1117,43,Female,Delhi,Salaried,675054,91766,708,2024-03-11,Credit,ATM,Entertainment,8203,0,0
1069,44,Female,Pune,Student,1435536,121111,616,2024-04-22,Debit,UPI,Travel,9550,0,0
1050,40,Female,Bangalore,Student,690422,294696,749,2024-06-15,Credit,NEFT,Entertainment,853,1,1
1282,35,Male,Hyderabad,Student,845905,267321,687,2024-04-27,Credit,ATM,Shopping,1838,1,1
1024,42,Male,Mumbai,Student,501913,99656,756,2024-05-26,Debit,Card,Bills,2678,1,1
1081,53,Male,Bangalore,Student,808838,90006,776,2024-03-25,Debit,ATM,Shopping,9378,0,1
1267,23,Female,Pune,Student,1312554,104890,641,2024-01-16,Debit,ATM,Travel,4086,0,0
1213,28,Male,Chennai,Self-employed,1263874,261910,780,2024-06-03,Credit,Card,EMI,11974,0,0
1116,55,Female,Bangalore,Salaried,669399,246865,703,2024-01-11,Credit,NEFT,Entertainment,281,0,0
1177,46,Female,Hyderabad,Salaried,1434444,242867,741,2024-02-14,Credit,NEFT,Food,2556,0,1
1036,37,Male,Bangalore,Self-employed,482092,29441,759,2024-04-01,Credit,Card,Entertainment,7750,0,1
1031,28,Male,Chennai,Self-employed,871788,233031,675,2024-03-10,Credit,Card,Entertainment,9475,1,1
1281,37,Male,Delhi,Salaried,1150055,178199,701,2024-01-04,Debit,Card,Bills,11130,0,1
1196,49,Male,Chennai,Student,1122958,181746,741,2024-03-05,Debit,NEFT,Bills,15030,0,1
1092,55,Male,Chennai,Self-employed,1119704,192059,799,2024-02-04,Credit,ATM,Bills,16950,1,1
1122,22,Female,Delhi,Student,1251591,142798,691,2024-02-06,Credit,UPI,Shopping,13100,0,1
1040,47,Male,Pune,Self-employed,446348,226448,711,2024-01-20,Credit,UPI,Entertainment,12772,1,0
1268,32,Male,Mumbai,Self-employed,513292,250216,759,2024-05-02,Debit,ATM,Food,18128,0,0
1289,40,Male,Chennai,Student,999246,217684,696,2024-02-06,Credit,Card,Entertainment,1943,0,1
1030,35,Female,Bangalore,Student,952134,223381,734,2024-03-29,Credit,Card,Travel,1710,0,1
1059,55,Female,Bangalore,Salaried,1139578,44476,772,2024-04-20,Credit,Card,Bills,5421,1,1
1231,50,Male,Pune,Student,624079,67751,665,2024-03-23,Debit,NEFT,EMI,11403,1,1
1067,33,Male,Delhi,Student,900792,175079,599,2024-02-01,Debit,Card,Bills,15687,0,0
1114,42,Male,Delhi,Salaried,325072,39626,736,2024-05-06,Debit,UPI,Food,9817,0,1
1082,37,Female,Mumbai,Salaried,383608,81361,592,2024-01-18,Debit,ATM,Shopping,1306,0,1
1156,54,Male,Bangalore,Salaried,1059051,202894,694,2024-05-24,Debit,Card,Travel,16976,0,1
1039,41,Male,Hyderabad,Salaried,1224677,135023,763,2024-02-07,Credit,NEFT,Shopping,18017,0,1
1278,44,Male,Bangalore,Salaried,520631,7436,618,2024-03-04,Debit,ATM,Travel,7834,0,1
1035,52,Female,Hyderabad,Self-employed,1456440,90692,568,2024-03-29,Credit,UPI,EMI,15771,0,0
1297,47,Male,Chennai,Salaried,1178223,246386,726,2024-05-25,Debit,Card,Food,4141,1,1
1191,25,Male,Bangalore,Salaried,1405707,73667,655,2024-04-08,Credit,Card,EMI,3932,0,1
1184,45,Male,Mumbai,Self-employed,460509,6359,767,2024-04-14,Debit,UPI,Travel,4308,1,0
1191,42,Female,Mumbai,Salaried,1304148,275372,596,2024-06-24,Debit,UPI,EMI,14888,0,1
1234,53,Male,Pune,Salaried,859259,46725,578,2024-05-08,Debit,UPI,EMI,4052,0,1
1295,46,Male,Delhi,Self-employed,632743,39359,637,2024-05-13,Credit,ATM,Shopping,769,0,1
1137,29,Male,Chennai,Salaried,1463069,11067,751,2024-04-14,Debit,ATM,Shopping,7557,1,0
1036,29,Female,Bangalore,Salaried,998350,56171,729,2024-02-03,Credit,UPI,Travel,4661,1,1
1242,42,Female,Hyderabad,Salaried,1218278,216667,708,2024-02-25,Debit,NEFT,Bills,14317,1,1
1066,44,Male,Chennai,Salaried,858167,102831,773,2024-03-11,Credit,UPI,Entertainment,3916,0,1
1230,36,Female,Delhi,Self-employed,1037360,206386,714,2024-03-24,Debit,NEFT,Food,4780,1,1
1276,45,Male,Mumbai,Salaried,473725,206360,748,2024-02-07,Credit,Card,Travel,14362,0,0
1128,45,Female,Bangalore,Salaried,1312833,220277,734,2024-02-05,Credit,ATM,Bills,15201,0,1
1110,26,Male,Delhi,Student,1152537,64504,620,2024-01-13,Credit,ATM,Travel,2760,1,1
1095,45,Male,Bangalore,Self-employed,879608,251445,757,2024-03-29,Debit,ATM,Bills,4131,0,0
1189,43,Male,Mumbai,Self-employed,1076323,219849,620,2024-06-11,Credit,NEFT,Bills,8757,0,1
1005,54,Female,Chennai,Salaried,956166,290228,767,2024-01-20,Debit,NEFT,Entertainment,10201,1,1
1022,30,Male,Hyderabad,Salaried,465693,209064,656,2024-06-13,Credit,UPI,Bills,13411,0,1
1223,51,Male,Bangalore,Self-employed,360230,97219,559,2024-04-26,Debit,UPI,Food,9632,0,1
1262,30,Female,Hyderabad,Student,1038318,173754,735,2024-03-10,Debit,ATM,EMI,12351,1,1
1221,21,Male,Mumbai,Salaried,1416979,42337,779,2024-06-20,Credit,ATM,Food,6407,0,1
1242,21,Female,Mumbai,Student,848376,48719,764,2024-02-29,Credit,NEFT,Entertainment,18007,0,0
1239,21,Female,Hyderabad,Salaried,930168,23422,667,2024-03-22,Debit,Card,Food,18388,0,1
1070,41,Female,Hyderabad,Student,1274351,274821,686,2024-02-11,Credit,NEFT,Travel,586,1,1
1047,53,Male,Pune,Salaried,490341,62770,628,2024-03-23,Debit,Card,EMI,5156,1,1
1012,41,Male,Bangalore,Student,971368,40154,555,2024-05-01,Credit,UPI,Bills,3070,0,1
1293,55,Female,Pune,Salaried,1121046,123041,661,2024-06-11,Credit,NEFT,EMI,6321,0,1
1106,34,Female,Chennai,Salaried,1078833,160835,772,2024-04-04,Credit,NEFT,EMI,7602,0,1
1127,49,Male,Bangalore,Student,471542,262274,798,2024-02-26,Credit,NEFT,EMI,9440,0,1
1123,52,Male,Mumbai,Student,477853,237418,675,2024-05-18,Debit,NEFT,Entertainment,8090,1,1
1135,46,Female,Chennai,Salaried,689818,45186,729,2024-05-02,Debit,NEFT,Entertainment,18978,0,1
1229,31,Female,Hyderabad,Student,423072,111228,584,2024-05-05,Credit,UPI,Bills,10899,1,1
1292,28,Female,Delhi,Self-employed,1421626,91174,627,2024-02-11,Credit,ATM,Travel,1414,1,1
1288,40,Female,Chennai,Self-employed,729816,240579,775,2024-03-16,Credit,ATM,Shopping,15524,1,1
1262,30,Female,Bangalore,Self-employed,1453266,159211,794,2024-06-26,Credit,UPI,EMI,13651,0,1
1140,25,Female,Chennai,Student,1347252,111430,662,2024-03-22,Credit,UPI,Travel,7337,0,1
1276,25,Female,Mumbai,Student,925644,30263,728,2024-03-25,Credit,UPI,Entertainment,11521,0,1
1186,50,Male,Hyderabad,Self-employed,654862,171791,595,2024-04-16,Credit,NEFT,Food,17951,0,1
1211,36,Male,Pune,Self-employed,902054,42801,583,2024-06-20,Debit,ATM,Shopping,9718,0,0
1007,28,Female,Mumbai,Student,1129017,119969,692,2024-03-01,Debit,ATM,Travel,5584,0,0
1107,51,Female,Bangalore,Student,436564,276463,681,2024-06-07,Credit,UPI,Shopping,18696,0,0
1034,53,Female,Mumbai,Student,669704,111641,601,2024-06-13,Credit,Card,Bills,8271,0,1
1098,41,Male,Bangalore,Self-employed,1199924,244657,716,2024-05-31,Credit,Card,Bills,2694,0,1
1107,25,Male,Hyderabad,Student,898670,95341,777,2024-02-20,Debit,ATM,EMI,18866,0,1
1089,47,Male,Chennai,Salaried,743867,96890,737,2024-04-01,Debit,NEFT,Food,17221,0,1
1040,46,Female,Bangalore,Self-employed,1472337,226151,695,2024-06-09,Debit,Card,Entertainment,4597,1,0
1186,39,Female,Chennai,Self-employed,1129722,47872,638,2024-01-22,Debit,UPI,Bills,14753,0,0
1243,48,Female,Pune,Salaried,784341,96190,790,2024-01-12,Credit,ATM,Entertainment,11245,0,1
1300,29,Female,Bangalore,Self-employed,1421364,61657,622,2024-06-02,Debit,Card,Food,4950,1,0
1276,40,Male,Mumbai,Student,382393,34824,614,2024-01-08,Debit,ATM,Travel,13589,0,0
1125,21,Female,Bangalore,Salaried,614740,276464,645,2024-02-11,Debit,NEFT,Entertainment,17431,1,1
1031,32,Female,Hyderabad,Student,978833,32988,670,2024-01-09,Debit,UPI,Entertainment,9842,0,1
1200,36,Female,Pune,Salaried,621538,115750,678,2024-01-03,Credit,UPI,Travel,4731,0,1
1293,39,Female,Hyderabad,Salaried,1181331,251504,597,2024-01-21,Credit,Card,Bills,9690,1,1
1065,25,Male,Mumbai,Student,1442578,224731,771,2024-06-19,Credit,NEFT,Bills,3473,0,0
1169,41,Female,Mumbai,Self-employed,558983,112162,716,2024-02-15,Credit,UPI,Shopping,3979,0,0
1078,53,Male,Mumbai,Self-employed,629174,258282,576,2024-01-08,Debit,ATM,Travel,9923,0,1
1262,22,Female,Bangalore,Student,662350,196168,790,2024-04-03,Debit,NEFT,Entertainment,11705,0,0
1206,51,Male,Hyderabad,Student,996291,11522,618,2024-02-17,Credit,Card,Travel,8324,1,0
1269,30,Female,Delhi,Self-employed,1129335,142357,578,2024-01-06,Credit,UPI,EMI,9660,1,1
1109,52,Female,Delhi,Self-employed,430663,54400,638,2024-05-19,Credit,ATM,Bills,11167,1,1
1086,44,Male,Chennai,Student,622599,209574,762,2024-06-14,Credit,UPI,Travel,15171,0,1
1147,26,Female,Chennai,Student,1353002,223157,554,2024-04-11,Credit,UPI,EMI,4900,0,0
1005,50,Female,Pune,Salaried,1395303,287056,668,2024-05-26,Debit,NEFT,Bills,18940,1,1
1247,36,Female,Mumbai,Salaried,1200626,61595,688,2024-05-03,Debit,Card,Entertainment,2424,0,0
1278,46,Female,Hyderabad,Self-employed,1398900,87206,617,2024-04-23,Credit,NEFT,Shopping,9543,0,1
1107,34,Female,Delhi,Self-employed,769320,246349,688,2024-02-18,Debit,ATM,Travel,2817,1,1
1153,27,Female,Delhi,Self-employed,963383,285633,601,2024-02-12,Debit,UPI,EMI,8882,0,1
1028,53,Female,Chennai,Self-employed,868342,185150,591,2024-06-01,Debit,UPI,Food,4472,1,1
1136,42,Female,Hyderabad,Student,1455439,275820,665,2024-03-02,Credit,ATM,Shopping,13989,1,1
1228,42,Female,Hyderabad,Self-employed,1397130,13595,631,2024-04-04,Debit,UPI,Shopping,12776,0,1
1007,46,Male,Mumbai,Self-employed,1200079,236708,723,2024-04-28,Debit,UPI,EMI,10633,1,1
1223,40,Male,Chennai,Self-employed,348083,17087,603,2024-01-31,Credit,UPI,Food,3556,0,1
1226,39,Female,Chennai,Self-employed,1040687,12082,682,2024-01-03,Debit,Card,Entertainment,14337,0,1
1151,22,Female,Pune,Self-employed,309757,238139,772,2024-01-16,Debit,Card,Bills,5375,0,1
1096,25,Female,Mumbai,Student,542473,104928,581,2024-02-21,Debit,UPI,EMI,11995,0,1
1183,48,Male,Bangalore,Salaried,700557,299100,593,2024-05-10,Credit,NEFT,Food,4437,0,1
1171,31,Female,Bangalore,Student,1205157,244293,577,2024-01-17,Credit,UPI,Bills,14756,0,0
1091,48,Male,Bangalore,Self-employed,1260286,223131,714,2024-05-06,Debit,NEFT,EMI,2421,0,1
